id,value
id_192,29.122565673994966
id_193,77.16604312681596
id_194,34.8297283773637
id_195,10.2413727275857
id_196,64.42260775631557
id_197,17.12798255720934
id_198,18.280530959568896
id_199,18.997923124330118
id_200,123.50399013637444
id_201,22.982255187379828
id_202,57.84969603042208
id_203,4.46567890545233
id_204,60.26308355240336
id_205,35.4872378320778
id_206,16.44622481722728
id_207,15.53956334192853
id_208,63.34293925896552
id_209,13.312157181055145
id_210,37.05817789929425
id_211,69.58807584664665
id_212,16.613444646891754
id_213,111.21109769372401
id_214,42.103830596360105
id_215,76.88885648876102
id_216,91.55481981278669
id_217,73.11216736875333
id_218,29.26823994073007
id_219,20.240420569514775
id_220,28.79256984744984
id_221,56.12916540779175
id_222,26.071362308551176
id_223,36.06549660956024
id_224,43.17394078378144
id_225,11.472248562941882
id_226,5.580775730222314
id_227,83.54740833949369
id_228,27.906732350697613
id_229,0.20573490534358158
id_230,41.330145728559316
id_231,15.981673591632145
id_232,20.63773975607766
id_233,7.433092336894195
id_234,15.426889720962656
id_235,26.95722696301349
id_236,13.3230846396478
id_237,2.124757325235369
id_238,23.156351596206243
id_239,15.195054944290726
